attendance_id,student_id,class_id,month,attendance_percent
A1965,S3328,C103,Nov 2024,77.9
A1966,S3328,C103,Dec 2024,95.6
A1967,S3328,C103,Jan 2025,61.2
A1968,S3328,C103,Feb 2025,94.4
A1969,S3329,C112,Sep 2024,84.4
A1970,S3329,C112,Oct 2024,56.4
A1971,S3329,C112,Nov 2024,68.6
A1972,S3329,C112,Dec 2024,71.8
A1973,S3329,C112,Jan 2025,
A1974,S3329,C112,Feb 2025,54.1
A1975,S3330,C110,Sep 2024,77.7
A1976,S3330,C110,Oct 2024,63.0
A1977,S3330,C110,Nov 2024,72.9
A1978,S3330,C110,Dec 2024,71.9
A1979,S3330,C110,Jan 2025,76.1
A1980,S3330,C110,Feb 2025,92.3
A1981,S3331,C107,Sep 2024,89.0
A1982,S3331,C107,Oct 2024,93.7
A1983,S3331,C107,Nov 2024,78.6
A1984,S3331,C107,Dec 2024,80.8
A1985,S3331,C107,Jan 2025,
A1986,S3331,C107,Feb 2025,71.5
A1987,S3332,C107,Sep 2024,85.9
A1988,S3332,C107,Oct 2024,60.2
A1989,S3332,C107,Nov 2024,73.8
A1990,S3332,C107,Dec 2024,85.7
A1991,S3332,C107,Jan 2025,88.9
A1992,S3332,C107,Feb 2025,
A1993,S3333,C111,Sep 2024,62.4
A1994,S3333,C111,Oct 2024,59.1
A1995,S3333,C111,Nov 2024,64.4
A1996,S3333,C111,Dec 2024,96.0
A1997,S3333,C111,Jan 2025,56.5
A1998,S3333,C111,Feb 2025,97.7
A1999,S3334,C102,Sep 2024,99.7
A2000,S3334,C102,Oct 2024,89.2
A2001,S3334,C102,Nov 2024,88.0
A2002,S3334,C102,Dec 2024,97.7
A2003,S3334,C102,Jan 2025,64.5
A2004,S3334,C102,Feb 2025,56.4
A2005,S3335,C101,Sep 2024,91.2
A2006,S3335,C101,Oct 2024,58.5
A2007,S3335,C101,Nov 2024,52.3
A2008,S3335,C101,Dec 2024,59.8
A2009,S3335,C101,Jan 2025,71.9
A2010,S3335,C101,Feb 2025,74.8
A2011,S3336,C102,Sep 2024,53.1
A2012,S3336,C102,Oct 2024,72.2
A2013,S3336,C102,Nov 2024,80.2
A2014,S3336,C102,Dec 2024,96.6
A2015,S3336,C102,Jan 2025,61.4
A2016,S3336,C102,Feb 2025,60.5
A2017,S3337,C112,Sep 2024,69.5
A2018,S3337,C112,Oct 2024,99.2
A2019,S3337,C112,Nov 2024,66.8
A2020,S3337,C112,Dec 2024,52.2
A2021,S3337,C112,Jan 2025,63.3
A2022,S3337,C112,Feb 2025,77.9
A2023,S3338,C102,Sep 2024,70.6
A2024,S3338,C102,Oct 2024,88.7
A2025,S3338,C102,Nov 2024,
A2026,S3338,C102,Dec 2024,80.4
A2027,S3338,C102,Jan 2025,78.0
A2028,S3338,C102,Feb 2025,66.1
A2029,S3339,C109,Sep 2024,77.6
A2030,S3339,C109,Oct 2024,80.8
A2031,S3339,C109,Nov 2024,59.0
A2032,S3339,C109,Dec 2024,86.8
A2033,S3339,C109,Jan 2025,69.6
A2034,S3339,C109,Feb 2025,87.1
A2035,S3340,C105,Sep 2024,58.9
A2036,S3340,C105,Oct 2024,82.8
A2037,S3340,C105,Nov 2024,51.3
A2038,S3340,C105,Dec 2024,57.9
A2039,S3340,C105,Jan 2025,94.6
A2040,S3340,C105,Feb 2025,73.1
A2041,S3341,C105,Sep 2024,75.4
A2042,S3341,C105,Oct 2024,95.4
A2043,S3341,C105,Nov 2024,74.2
A2044,S3341,C105,Dec 2024,82.7
A2045,S3341,C105,Jan 2025,61.1
A2046,S3341,C105,Feb 2025,54.1
A2047,S3342,C109,Sep 2024,67.7
A2048,S3342,C109,Oct 2024,89.9
A2049,S3342,C109,Nov 2024,72.3
A2050,S3342,C109,Dec 2024,58.4
A2051,S3342,C109,Jan 2025,
A2052,S3342,C109,Feb 2025,77.3
A2053,S3343,C110,Sep 2024,63.2
A2054,S3343,C110,Oct 2024,97.3
A2055,S3343,C110,Nov 2024,78.9
A2056,S3343,C110,Dec 2024,99.1
A2057,S3343,C110,Jan 2025,52.2
A2058,S3343,C110,Feb 2025,50.6
A2059,S3344,C102,Sep 2024,73.9
A2060,S3344,C102,Oct 2024,93.1
A2061,S3344,C102,Nov 2024,76.2
A2062,S3344,C102,Dec 2024,93.8
A2063,S3344,C102,Jan 2025,56.5
A2064,S3344,C102,Feb 2025,85.0
A2065,S3345,C106,Sep 2024,83.0
A2066,S3345,C106,Oct 2024,77.2
A2067,S3345,C106,Nov 2024,70.3
A2068,S3345,C106,Dec 2024,82.4
A2069,S3345,C106,Jan 2025,77.5
A2070,S3345,C106,Feb 2025,63.6
A2071,S3346,C108,Sep 2024,55.2
A2072,S3346,C108,Oct 2024,69.3
A2073,S3346,C108,Nov 2024,75.6
A2074,S3346,C108,Dec 2024,75.4
A2075,S3346,C108,Jan 2025,71.3
A2076,S3346,C108,Feb 2025,66.4
A2077,S3347,C107,Sep 2024,67.5
A2078,S3347,C107,Oct 2024,63.3
A2079,S3347,C107,Nov 2024,79.0
A2080,S3347,C107,Dec 2024,92.5
A2081,S3347,C107,Jan 2025,94.0
A2082,S3347,C107,Feb 2025,99.7
A2083,S3348,C111,Sep 2024,54.4
A2084,S3348,C111,Oct 2024,60.7
A2085,S3348,C111,Nov 2024,86.5
A2086,S3348,C111,Dec 2024,82.3
A2087,S3348,C111,Jan 2025,56.7
A2088,S3348,C111,Feb 2025,81.6
A2089,S3349,C105,Sep 2024,70.3
A2090,S3349,C105,Oct 2024,97.8
A2091,S3349,C105,Nov 2024,92.8
A2092,S3349,C105,Dec 2024,53.7
A2093,S3349,C105,Jan 2025,54.5
A2094,S3349,C105,Feb 2025,70.9
A2095,S3350,C102,Sep 2024,50.4
A2096,S3350,C102,Oct 2024,54.7
A2097,S3350,C102,Nov 2024,96.6
A2098,S3350,C102,Dec 2024,89.6
A2099,S3350,C102,Jan 2025,83.6
A2100,S3350,C102,Feb 2025,91.5
A2101,S3351,C110,Sep 2024,62.5
A2102,S3351,C110,Oct 2024,86.3
A2103,S3351,C110,Nov 2024,80.8
A2104,S3351,C110,Dec 2024,92.4
A2105,S3351,C110,Jan 2025,64.1
A2106,S3351,C110,Feb 2025,88.2
A2107,S3352,C106,Sep 2024,92.6
A2108,S3352,C106,Oct 2024,77.5
A2109,S3352,C106,Nov 2024,70.7
A2110,S3352,C106,Dec 2024,97.4
A2111,S3352,C106,Jan 2025,58.4
A2112,S3352,C106,Feb 2025,51.8
A2113,S3353,C105,Sep 2024,59.0
A2114,S3353,C105,Oct 2024,84.2
A2115,S3353,C105,Nov 2024,89.4
A2116,S3353,C105,Dec 2024,85.8
A2117,S3353,C105,Jan 2025,71.0
A2118,S3353,C105,Feb 2025,98.4
A2119,S3354,C111,Sep 2024,72.2
A2120,S3354,C111,Oct 2024,99.1
A2121,S3354,C111,Nov 2024,95.9
A2122,S3354,C111,Dec 2024,70.4
A2123,S3354,C111,Jan 2025,58.1
A2124,S3354,C111,Feb 2025,54.5
A2125,S3355,C107,Sep 2024,76.6
A2126,S3355,C107,Oct 2024,88.2
A2127,S3355,C107,Nov 2024,58.8
A2128,S3355,C107,Dec 2024,65.9
A2129,S3355,C107,Jan 2025,81.5
A2130,S3355,C107,Feb 2025,73.0
A2131,S3356,C109,Sep 2024,80.2
A2132,S3356,C109,Oct 2024,83.8
A2133,S3356,C109,Nov 2024,69.0
A2134,S3356,C109,Dec 2024,89.3
A2135,S3356,C109,Jan 2025,85.1
A2136,S3356,C109,Feb 2025,84.4
A2137,S3357,C112,Sep 2024,57.5
A2138,S3357,C112,Oct 2024,73.7
A2139,S3357,C112,Nov 2024,78.9
A2140,S3357,C112,Dec 2024,61.3
A2141,S3357,C112,Jan 2025,87.9
A2142,S3357,C112,Feb 2025,56.1
A2143,S3358,C112,Sep 2024,57.5
A2144,S3358,C112,Oct 2024,70.7
A2145,S3358,C112,Nov 2024,56.8
A2146,S3358,C112,Dec 2024,
A2147,S3358,C112,Jan 2025,50.6
A2148,S3358,C112,Feb 2025,70.6
A2149,S3359,C112,Sep 2024,82.4
A2150,S3359,C112,Oct 2024,74.8
A2151,S3359,C112,Nov 2024,52.6
A2152,S3359,C112,Dec 2024,61.6
A2153,S3359,C112,Jan 2025,76.2
A2154,S3359,C112,Feb 2025,
A2155,S3360,C106,Sep 2024,86.9
A2156,S3360,C106,Oct 2024,
A2157,S3360,C106,Nov 2024,89.7
A2158,S3360,C106,Dec 2024,76.0
A2159,S3360,C106,Jan 2025,82.3
A2160,S3360,C106,Feb 2025,95.2
A2161,S3361,C112,Sep 2024,53.3
A2162,S3361,C112,Oct 2024,55.0
A2163,S3361,C112,Nov 2024,72.9
A2164,S3361,C112,Dec 2024,80.5
A2165,S3361,C112,Jan 2025,50.2
A2166,S3361,C112,Feb 2025,72.6
A2167,S3362,C106,Sep 2024,58.6
A2168,S3362,C106,Oct 2024,
A2169,S3362,C106,Nov 2024,82.3
A2170,S3362,C106,Dec 2024,63.4
A2171,S3362,C106,Jan 2025,95.1
A2172,S3362,C106,Feb 2025,53.2
A2173,S3363,C111,Sep 2024,90.5
A2174,S3363,C111,Oct 2024,69.6
A2175,S3363,C111,Nov 2024,
A2176,S3363,C111,Dec 2024,92.9
A2177,S3363,C111,Jan 2025,90.8
A2178,S3363,C111,Feb 2025,62.0
A2179,S3364,C110,Sep 2024,52.5
A2180,S3364,C110,Oct 2024,84.8
A2181,S3364,C110,Nov 2024,60.2
A2182,S3364,C110,Dec 2024,96.5
A2183,S3364,C110,Jan 2025,53.4
A2184,S3364,C110,Feb 2025,66.2
A2185,S3365,C105,Sep 2024,50.6
A2186,S3365,C105,Oct 2024,65.9
A2187,S3365,C105,Nov 2024,77.1
A2188,S3365,C105,Dec 2024,82.7
A2189,S3365,C105,Jan 2025,
A2190,S3365,C105,Feb 2025,86.3
A2191,S3366,C107,Sep 2024,91.7
A2192,S3366,C107,Oct 2024,55.5
A2193,S3366,C107,Nov 2024,88.1
A2194,S3366,C107,Dec 2024,63.9
A2195,S3366,C107,Jan 2025,56.9
A2196,S3366,C107,Feb 2025,63.3
A2197,S3367,C104,Sep 2024,92.9
A2198,S3367,C104,Oct 2024,81.4
A2199,S3367,C104,Nov 2024,79.9
A2200,S3367,C104,Dec 2024,79.2
A2201,S3367,C104,Jan 2025,70.4
A2202,S3367,C104,Feb 2025,70.9
A2203,S3368,C108,Sep 2024,
A2204,S3368,C108,Oct 2024,57.4
A2205,S3368,C108,Nov 2024,66.6
A2206,S3368,C108,Dec 2024,75.6
A2207,S3368,C108,Jan 2025,80.3
A2208,S3368,C108,Feb 2025,53.6
A2209,S3369,C103,Sep 2024,66.7
A2210,S3369,C103,Oct 2024,
A2211,S3369,C103,Nov 2024,67.0
A2212,S3369,C103,Dec 2024,75.8
A2213,S3369,C103,Jan 2025,85.5
A2214,S3369,C103,Feb 2025,81.8
A2215,S3370,C110,Sep 2024,78.5
A2216,S3370,C110,Oct 2024,64.6
A2217,S3370,C110,Nov 2024,92.0
A2218,S3370,C110,Dec 2024,89.3
A2219,S3370,C110,Jan 2025,59.2
A2220,S3370,C110,Feb 2025,82.8
A2221,S3371,C111,Sep 2024,95.3
A2222,S3371,C111,Oct 2024,71.8
A2223,S3371,C111,Nov 2024,96.2
A2224,S3371,C111,Dec 2024,51.1
A2225,S3371,C111,Jan 2025,75.8
A2226,S3371,C111,Feb 2025,62.8
A2227,S3372,C111,Sep 2024,63.1
A2228,S3372,C111,Oct 2024,93.9
A2229,S3372,C111,Nov 2024,65.6
A2230,S3372,C111,Dec 2024,51.2
A2231,S3372,C111,Jan 2025,77.0
A2232,S3372,C111,Feb 2025,98.5
A2233,S3373,C111,Sep 2024,54.0
A2234,S3373,C111,Oct 2024,
A2235,S3373,C111,Nov 2024,64.3
A2236,S3373,C111,Dec 2024,73.5
A2237,S3373,C111,Jan 2025,
A2238,S3373,C111,Feb 2025,91.5
A2239,S3374,C101,Sep 2024,63.4
A2240,S3374,C101,Oct 2024,67.2
A2241,S3374,C101,Nov 2024,69.2
A2242,S3374,C101,Dec 2024,69.0
A2243,S3374,C101,Jan 2025,60.0
A2244,S3374,C101,Feb 2025,95.8
A2245,S3375,C112,Sep 2024,89.6
A2246,S3375,C112,Oct 2024,98.8
A2247,S3375,C112,Nov 2024,68.5
A2248,S3375,C112,Dec 2024,52.3
A2249,S3375,C112,Jan 2025,55.8
A2250,S3375,C112,Feb 2025,67.9
A2251,S3376,C107,Sep 2024,95.6
A2252,S3376,C107,Oct 2024,
A2253,S3376,C107,Nov 2024,99.1
A2254,S3376,C107,Dec 2024,
A2255,S3376,C107,Jan 2025,91.1
A2256,S3376,C107,Feb 2025,61.9
A2257,S3377,C109,Sep 2024,83.0
A2258,S3377,C109,Oct 2024,79.8
A2259,S3377,C109,Nov 2024,91.2
A2260,S3377,C109,Dec 2024,75.5
A2261,S3377,C109,Jan 2025,65.9
A2262,S3377,C109,Feb 2025,51.0
A2263,S3378,C108,Sep 2024,89.8
A2264,S3378,C108,Oct 2024,76.5
A2265,S3378,C108,Nov 2024,76.7
A2266,S3378,C108,Dec 2024,97.9
A2267,S3378,C108,Jan 2025,74.3
A2268,S3378,C108,Feb 2025,65.8
A2269,S3379,C109,Sep 2024,67.0
A2270,S3379,C109,Oct 2024,50.6
A2271,S3379,C109,Nov 2024,56.1
A2272,S3379,C109,Dec 2024,52.2
A2273,S3379,C109,Jan 2025,62.2
A2274,S3379,C109,Feb 2025,53.2
A2275,S3380,C108,Sep 2024,66.6
A2276,S3380,C108,Oct 2024,56.3
A2277,S3380,C108,Nov 2024,95.9
A2278,S3380,C108,Dec 2024,96.9
A2279,S3380,C108,Jan 2025,80.2
A2280,S3380,C108,Feb 2025,90.3
A2281,S3381,C109,Sep 2024,83.9
A2282,S3381,C109,Oct 2024,
A2283,S3381,C109,Nov 2024,90.6
A2284,S3381,C109,Dec 2024,82.0
A2285,S3381,C109,Jan 2025,71.5
A2286,S3381,C109,Feb 2025,93.7
A2287,S3382,C101,Sep 2024,71.9
A2288,S3382,C101,Oct 2024,69.8
A2289,S3382,C101,Nov 2024,81.2
A2290,S3382,C101,Dec 2024,96.9
A2291,S3382,C101,Jan 2025,72.1
A2292,S3382,C101,Feb 2025,78.7
A2293,S3383,C112,Sep 2024,74.6
A2294,S3383,C112,Oct 2024,95.5
A2295,S3383,C112,Nov 2024,83.8
A2296,S3383,C112,Dec 2024,71.0
A2297,S3383,C112,Jan 2025,80.3
A2298,S3383,C112,Feb 2025,57.8
A2299,S3384,C112,Sep 2024,67.1
A2300,S3384,C112,Oct 2024,86.8
A2301,S3384,C112,Nov 2024,78.1
A2302,S3384,C112,Dec 2024,65.7
A2303,S3384,C112,Jan 2025,68.1
A2304,S3384,C112,Feb 2025,90.5
A2305,S3385,C111,Sep 2024,77.0
A2306,S3385,C111,Oct 2024,61.9
A2307,S3385,C111,Nov 2024,64.8
A2308,S3385,C111,Dec 2024,73.4
A2309,S3385,C111,Jan 2025,88.1
A2310,S3385,C111,Feb 2025,99.9
A2311,S3386,C104,Sep 2024,59.3
A2312,S3386,C104,Oct 2024,87.7
A2313,S3386,C104,Nov 2024,80.9
A2314,S3386,C104,Dec 2024,76.6
A2315,S3386,C104,Jan 2025,98.3
A2316,S3386,C104,Feb 2025,66.1
A2317,S3387,C103,Sep 2024,
A2318,S3387,C103,Oct 2024,58.8
A2319,S3387,C103,Nov 2024,93.9
A2320,S3387,C103,Dec 2024,53.4
A2321,S3387,C103,Jan 2025,90.9
A2322,S3387,C103,Feb 2025,79.5
A2323,S3388,C105,Sep 2024,58.2
A2324,S3388,C105,Oct 2024,61.4
A2325,S3388,C105,Nov 2024,57.8
A2326,S3388,C105,Dec 2024,85.9
A2327,S3388,C105,Jan 2025,57.4
A2328,S3388,C105,Feb 2025,84.1
A2329,S3389,C104,Sep 2024,56.4
A2330,S3389,C104,Oct 2024,90.1
A2331,S3389,C104,Nov 2024,96.0
A2332,S3389,C104,Dec 2024,78.0
A2333,S3389,C104,Jan 2025,98.3
A2334,S3389,C104,Feb 2025,69.5
A2335,S3390,C105,Sep 2024,62.2
A2336,S3390,C105,Oct 2024,58.9
A2337,S3390,C105,Nov 2024,73.9
A2338,S3390,C105,Dec 2024,56.5
A2339,S3390,C105,Jan 2025,
A2340,S3390,C105,Feb 2025,93.8
A2341,S3391,C103,Sep 2024,89.2
A2342,S3391,C103,Oct 2024,78.1
A2343,S3391,C103,Nov 2024,86.1
A2344,S3391,C103,Dec 2024,52.5
A2345,S3391,C103,Jan 2025,60.2
A2346,S3391,C103,Feb 2025,81.1
A2347,S3392,C108,Sep 2024,
A2348,S3392,C108,Oct 2024,73.9
A2349,S3392,C108,Nov 2024,80.2
A2350,S3392,C108,Dec 2024,54.4
A2351,S3392,C108,Jan 2025,82.6
A2352,S3392,C108,Feb 2025,90.2
A2353,S3393,C103,Sep 2024,77.3
A2354,S3393,C103,Oct 2024,67.9
A2355,S3393,C103,Nov 2024,58.7
A2356,S3393,C103,Dec 2024,63.3
A2357,S3393,C103,Jan 2025,76.1
A2358,S3393,C103,Feb 2025,62.8
A2359,S3394,C102,Sep 2024,88.9
A2360,S3394,C102,Oct 2024,56.6
A2361,S3394,C102,Nov 2024,75.8
A2362,S3394,C102,Dec 2024,74.8
A2363,S3394,C102,Jan 2025,56.9
A2364,S3394,C102,Feb 2025,99.7
A2365,S3395,C106,Sep 2024,91.2
A2366,S3395,C106,Oct 2024,69.3
A2367,S3395,C106,Nov 2024,84.2
A2368,S3395,C106,Dec 2024,85.8
A2369,S3395,C106,Jan 2025,82.6
A2370,S3395,C106,Feb 2025,71.6
A2371,S3396,C111,Sep 2024,94.3
A2372,S3396,C111,Oct 2024,88.6
A2373,S3396,C111,Nov 2024,77.1
A2374,S3396,C111,Dec 2024,50.1
A2375,S3396,C111,Jan 2025,61.2
A2376,S3396,C111,Feb 2025,75.4
A2377,S3397,C106,Sep 2024,94.9
A2378,S3397,C106,Oct 2024,81.4
A2379,S3397,C106,Nov 2024,70.9
A2380,S3397,C106,Dec 2024,52.4
A2381,S3397,C106,Jan 2025,79.9
A2382,S3397,C106,Feb 2025,
A2383,S3398,C108,Sep 2024,67.5
A2384,S3398,C108,Oct 2024,76.9
A2385,S3398,C108,Nov 2024,88.3
A2386,S3398,C108,Dec 2024,90.2
A2387,S3398,C108,Jan 2025,93.2
A2388,S3398,C108,Feb 2025,81.8
A2389,S3399,C101,Sep 2024,
A2390,S3399,C101,Oct 2024,95.3
A2391,S3399,C101,Nov 2024,84.5
A2392,S3399,C101,Dec 2024,89.2
A2393,S3399,C101,Jan 2025,
A2394,S3399,C101,Feb 2025,84.3
A2395,S3400,C107,Sep 2024,93.6
A2396,S3400,C107,Oct 2024,61.1
A2397,S3400,C107,Nov 2024,88.0
A2398,S3400,C107,Dec 2024,55.9
A2399,S3400,C107,Jan 2025,54.6
A2400,S3400,C107,Feb 2025,74.6
A2401,S3401,C108,Sep 2024,65.0
A2402,S3401,C108,Oct 2024,78.2
A2403,S3401,C108,Nov 2024,83.9
A2404,S3401,C108,Dec 2024,61.3
A2405,S3401,C108,Jan 2025,85.0
A2406,S3401,C108,Feb 2025,99.8
A2407,S3402,C106,Sep 2024,88.0
A2408,S3402,C106,Oct 2024,58.7
A2409,S3402,C106,Nov 2024,81.7
A2410,S3402,C106,Dec 2024,50.5
A2411,S3402,C106,Jan 2025,73.5
A2412,S3402,C106,Feb 2025,76.7
A2413,S3403,C103,Sep 2024,98.6
A2414,S3403,C103,Oct 2024,86.9
A2415,S3403,C103,Nov 2024,85.3
A2416,S3403,C103,Dec 2024,76.6
A2417,S3403,C103,Jan 2025,75.7
A2418,S3403,C103,Feb 2025,99.6
A2419,S3404,C103,Sep 2024,51.1
A2420,S3404,C103,Oct 2024,65.2
A2421,S3404,C103,Nov 2024,56.7
A2422,S3404,C103,Dec 2024,65.7
A2423,S3404,C103,Jan 2025,73.2
A2424,S3404,C103,Feb 2025,67.1
A2425,S3405,C102,Sep 2024,98.1
A2426,S3405,C102,Oct 2024,
A2427,S3405,C102,Nov 2024,
A2428,S3405,C102,Dec 2024,84.0
A2429,S3405,C102,Jan 2025,86.4
A2430,S3405,C102,Feb 2025,87.1
A2431,S3406,C108,Sep 2024,95.0
A2432,S3406,C108,Oct 2024,88.4
A2433,S3406,C108,Nov 2024,50.8
A2434,S3406,C108,Dec 2024,63.1
A2435,S3406,C108,Jan 2025,99.5
A2436,S3406,C108,Feb 2025,82.6
A2437,S3407,C102,Sep 2024,53.4
A2438,S3407,C102,Oct 2024,73.3
A2439,S3407,C102,Nov 2024,
A2440,S3407,C102,Dec 2024,99.0
A2441,S3407,C102,Jan 2025,99.6
A2442,S3407,C102,Feb 2025,71.6
A2443,S3408,C112,Sep 2024,94.7
A2444,S3408,C112,Oct 2024,79.6
A2445,S3408,C112,Nov 2024,75.5
A2446,S3408,C112,Dec 2024,70.6
A2447,S3408,C112,Jan 2025,94.6
A2448,S3408,C112,Feb 2025,81.1
A2449,S3409,C105,Sep 2024,66.7
A2450,S3409,C105,Oct 2024,74.6
A2451,S3409,C105,Nov 2024,72.2
A2452,S3409,C105,Dec 2024,72.6
A2453,S3409,C105,Jan 2025,65.6
A2454,S3409,C105,Feb 2025,81.6
A2455,S3410,C107,Sep 2024,52.6
A2456,S3410,C107,Oct 2024,94.3
A2457,S3410,C107,Nov 2024,70.8
A2458,S3410,C107,Dec 2024,90.0
A2459,S3410,C107,Jan 2025,86.5
A2460,S3410,C107,Feb 2025,73.6
A2461,S3411,C107,Sep 2024,59.9
A2462,S3411,C107,Oct 2024,78.1
A2463,S3411,C107,Nov 2024,97.4
A2464,S3411,C107,Dec 2024,59.3
A2465,S3411,C107,Jan 2025,62.8
A2466,S3411,C107,Feb 2025,99.7
A2467,S3412,C102,Sep 2024,94.6
A2468,S3412,C102,Oct 2024,
A2469,S3412,C102,Nov 2024,77.5
A2470,S3412,C102,Dec 2024,84.7
A2471,S3412,C102,Jan 2025,72.2
A2472,S3412,C102,Feb 2025,70.2
A2473,S3413,C107,Sep 2024,72.2
A2474,S3413,C107,Oct 2024,70.7
A2475,S3413,C107,Nov 2024,83.8
A2476,S3413,C107,Dec 2024,66.5
A2477,S3413,C107,Jan 2025,58.5
A2478,S3413,C107,Feb 2025,85.3
A2479,S3414,C106,Sep 2024,51.6
A2480,S3414,C106,Oct 2024,85.9
A2481,S3414,C106,Nov 2024,63.2
A2482,S3414,C106,Dec 2024,59.5
A2483,S3414,C106,Jan 2025,68.9
A2484,S3414,C106,Feb 2025,55.9
A2485,S3415,C102,Sep 2024,69.2
A2486,S3415,C102,Oct 2024,55.1
A2487,S3415,C102,Nov 2024,74.2
A2488,S3415,C102,Dec 2024,58.8
A2489,S3415,C102,Jan 2025,56.5
A2490,S3415,C102,Feb 2025,79.0
A2491,S3416,C104,Sep 2024,81.3
A2492,S3416,C104,Oct 2024,50.3
A2493,S3416,C104,Nov 2024,69.4
A2494,S3416,C104,Dec 2024,53.9
A2495,S3416,C104,Jan 2025,86.9
A2496,S3416,C104,Feb 2025,84.1
A2497,S3417,C111,Sep 2024,52.5
A2498,S3417,C111,Oct 2024,
A2499,S3417,C111,Nov 2024,97.1
A2500,S3417,C111,Dec 2024,98.0
A2501,S3417,C111,Jan 2025,66.7
A2502,S3417,C111,Feb 2025,56.5
A2503,S3418,C103,Sep 2024,55.7
A2504,S3418,C103,Oct 2024,92.0
A2505,S3418,C103,Nov 2024,73.0
A2506,S3418,C103,Dec 2024,50.5
A2507,S3418,C103,Jan 2025,96.3
A2508,S3418,C103,Feb 2025,79.6
A2509,S3419,C109,Sep 2024,84.5
A2510,S3419,C109,Oct 2024,91.2
A2511,S3419,C109,Nov 2024,90.9
A2512,S3419,C109,Dec 2024,53.8
A2513,S3419,C109,Jan 2025,78.7
A2514,S3419,C109,Feb 2025,84.8
A2515,S3420,C106,Sep 2024,54.3
A2516,S3420,C106,Oct 2024,61.1
A2517,S3420,C106,Nov 2024,69.8
A2518,S3420,C106,Dec 2024,94.3
A2519,S3420,C106,Jan 2025,92.5
A2520,S3420,C106,Feb 2025,89.1
A2521,S3421,C109,Sep 2024,99.5
A2522,S3421,C109,Oct 2024,62.1
A2523,S3421,C109,Nov 2024,73.4
A2524,S3421,C109,Dec 2024,72.3
A2525,S3421,C109,Jan 2025,83.9
A2526,S3421,C109,Feb 2025,92.5
A2527,S3422,C106,Sep 2024,74.6
A2528,S3422,C106,Oct 2024,74.6
A2529,S3422,C106,Nov 2024,
A2530,S3422,C106,Dec 2024,80.4
A2531,S3422,C106,Jan 2025,
A2532,S3422,C106,Feb 2025,87.1
A2533,S3423,C109,Sep 2024,60.1
A2534,S3423,C109,Oct 2024,98.1
A2535,S3423,C109,Nov 2024,54.6
A2536,S3423,C109,Dec 2024,51.2
A2537,S3423,C109,Jan 2025,67.9
A2538,S3423,C109,Feb 2025,85.1
A2539,S3424,C112,Sep 2024,98.9
A2540,S3424,C112,Oct 2024,96.6
A2541,S3424,C112,Nov 2024,84.4
A2542,S3424,C112,Dec 2024,71.8
A2543,S3424,C112,Jan 2025,79.8
A2544,S3424,C112,Feb 2025,
A2545,S3425,C108,Sep 2024,
A2546,S3425,C108,Oct 2024,98.4
A2547,S3425,C108,Nov 2024,63.3
A2548,S3425,C108,Dec 2024,73.9
A2549,S3425,C108,Jan 2025,84.6
A2550,S3425,C108,Feb 2025,50.5
A2551,S3426,C110,Sep 2024,69.1
A2552,S3426,C110,Oct 2024,78.4
A2553,S3426,C110,Nov 2024,95.0
A2554,S3426,C110,Dec 2024,99.6
A2555,S3426,C110,Jan 2025,77.8
A2556,S3426,C110,Feb 2025,97.2
A2557,S3427,C104,Sep 2024,55.0
A2558,S3427,C104,Oct 2024,85.1
A2559,S3427,C104,Nov 2024,70.0
A2560,S3427,C104,Dec 2024,87.5
A2561,S3427,C104,Jan 2025,93.4
A2562,S3427,C104,Feb 2025,52.7
A2563,S3428,C101,Sep 2024,96.8
A2564,S3428,C101,Oct 2024,53.4
A2565,S3428,C101,Nov 2024,87.7
A2566,S3428,C101,Dec 2024,53.5
A2567,S3428,C101,Jan 2025,93.1
A2568,S3428,C101,Feb 2025,60.2
A2569,S3429,C101,Sep 2024,71.7
A2570,S3429,C101,Oct 2024,96.6
A2571,S3429,C101,Nov 2024,89.6
A2572,S3429,C101,Dec 2024,89.3
A2573,S3429,C101,Jan 2025,88.2
A2574,S3429,C101,Feb 2025,78.5
A2575,S3430,C103,Sep 2024,97.6
A2576,S3430,C103,Oct 2024,91.6
A2577,S3430,C103,Nov 2024,72.0
A2578,S3430,C103,Dec 2024,87.1
A2579,S3430,C103,Jan 2025,99.9
A2580,S3430,C103,Feb 2025,93.6
A2581,S3431,C107,Sep 2024,50.1
A2582,S3431,C107,Oct 2024,
A2583,S3431,C107,Nov 2024,
A2584,S3431,C107,Dec 2024,86.9
A2585,S3431,C107,Jan 2025,94.9
A2586,S3431,C107,Feb 2025,66.4
A2587,S3432,C106,Sep 2024,98.9
A2588,S3432,C106,Oct 2024,70.1
A2589,S3432,C106,Nov 2024,71.1
A2590,S3432,C106,Dec 2024,58.0
A2591,S3432,C106,Jan 2025,54.8
A2592,S3432,C106,Feb 2025,76.8
A2593,S3433,C104,Sep 2024,80.1
A2594,S3433,C104,Oct 2024,68.3
A2595,S3433,C104,Nov 2024,80.3
A2596,S3433,C104,Dec 2024,69.7
A2597,S3433,C104,Jan 2025,93.4
A2598,S3433,C104,Feb 2025,97.7
A2599,S3434,C101,Sep 2024,79.7
A2600,S3434,C101,Oct 2024,92.1
A2601,S3434,C101,Nov 2024,92.7
A2602,S3434,C101,Dec 2024,85.7
A2603,S3434,C101,Jan 2025,59.6
A2604,S3434,C101,Feb 2025,57.7
